연번,시도청,경찰서,관서명,구분,전화번호,주소,위도,경도
475,인천청,인천삼산,부흥,지구대,032-509-0302,인천광역시 부평구 부개로 4,37.4977075233859,126.739726999068
476,인천청,인천삼산,중앙,지구대,032-509-0303,인천광역시 부평구 주부토로 10 ,37.4961202524142,126.723787628742
477,인천청,인천삼산,부개,파출소,032-509-0304,인천광역시 부평구 일신로 31,37.4821785654301,126.746000214157
478,인천청,인천삼산,부개2,파출소,032-509-0305,인천광역시 부평구 충선로 49,37.4936035134942,126.734733169156
479,인천청,인천논현,만월,지구대,032-454-9701,인천광역시 남동구 장승남로47번길 7,37.4438032139508,126.737299358091
480,인천청,인천논현,논현,지구대,032-454-9702,인천광역시 남동구 앵고개로 797,37.3936180187359,126.723642682261
481,인천청,인천논현,남동산단,파출소,032-454-9705,인천광역시 남동구 남동대로239번길 112,37.4093455900286,126.693600237397
482,인천청,인천논현,서창,지구대,032-454-9706,인천광역시 남동구 독곡로 30,37.4355664263563,126.747596664114
483,광주청,광주광산,수완,지구대,062-951-9112,광주광역시 광산구  수완로 63,35.1909302918196,126.828466684243
484,광주청,광주광산,첨단,지구대,062-971-5112,광주광역시 광산구  첨단중앙로106번길 65-15,35.2163109434433,126.84648213591
485,광주청,광주광산,우산,지구대,062-941-7002,광주광역시 광산구 사암로 106번길 3,35.1538772636913,126.807595402518
486,광주청,광주광산,월곡,지구대,062-951-0112,광주광역시 광산구  사암로 390번길 13-16,35.1794465020405,126.809130977487
487,광주청,광주광산,도산,지구대,062-941-7004,광주광역시 광산구  상무대로 93,35.1290127747844,126.78542094162
488,광주청,광주광산,송정,파출소,062-941-7001,광주광역시 광산구  신흥신기안길 31-6,35.1447119000327,126.803118873756
489,광주청,광주광산,하남,파출소,062-951-8113,광주광역시 광산구  고봉로 124,35.1847442032955,126.794526029304
490,광주청,광주광산,비아,파출소,062-953-9112,광주광역시 광산구  비아중앙로31번길 14,35.221688915418,126.82382769666
491,광주청,광주광산,평동,파출소,062-943-7005,광주광역시 광산구  평동로 790-16,35.124207774752,126.759757587353
492,광주청,광주광산,동곡,파출소,062-943-7006,광주광역시 광산구  동곡로 155,35.0976003089853,126.773813964388
493,광주청,광주광산,삼도,파출소,062-943-7413,광주광역시 광산구  삼도로 341-3,35.1632605540612,126.700457996526
494,광주청,광주광산,본량,파출소,062-943-9712,광주광역시 광산구  용진로 395,35.1814338581534,126.730435932879
495,광주청,광주광산,임곡,파출소,062-952-8112,광주광역시 광산구  하림길 1,35.2198391730306,126.745189780093
496,광주청,광주동부,금남,지구대,062-225-0112,광주광역시 동구  예술길 31-5,35.1495308606005,126.919549217824
497,광주청,광주동부,학서,파출소,062-226-5688,광주광역시 동구  양림로 119 번길 13,35.1408590193522,126.919924144675
498,광주청,광주동부,산수,파출소,062-521-0113,광주광역시 동구  필문대로 157,35.1566171460197,126.932007736625
499,광주청,광주동부,지원,파출소,062-222-4574,광주광역시 동구  남문로 570 ,35.1221062157263,126.933445056458
500,광주청,광주동부,지산,파출소,062-609-4117,광주광역시 동구  지호로 131,35.1494412158379,126.942787185615
501,광주청,광주서부,금호,지구대,062-376-6136,광주광역시 서구  운천로 30,35.1353284034598,126.859395978915
502,광주청,광주서부,상무,지구대,062-381-0112,광주광역시 서구  상무연하로 106,35.1577628673511,126.850549066782
503,광주청,광주서부,화정,지구대,062-372-0112,광주광역시 서구  화운로 160,35.1532024663601,126.876943035113
504,광주청,광주서부,농성,파출소,062-369-0112,광주광역시 서구  화정로 316,35.1504472375171,126.890321293061
505,광주청,광주서부,동천,파출소,062-523-1113,광주광역시 서구  유림로98번길 6,35.1709275625627,126.864417818532
506,광주청,광주서부,염주,파출소,062-375-0112,광주광역시 서구  염화로134번길 84,,
507,광주청,광주서부,풍암,파출소,062-676-6112,광주광역시 서구  풍암1로 33,35.1243955427622,126.878889946045
508,광주청,광주남부,백운,지구대,062-652-0112,광주광역시 남구  월산로 30 ,35.1410702470094,126.900620352561
509,광주청,광주남부,방림,지구대,062-672-0112,광주광역시 남구  대남대로149번길 8,35.1329708575853,126.9086178806
510,광주청,광주남부,효덕,지구대,062-653-0112,광주광역시 남구  화산로 27,35.1120674113461,126.899742713115
511,광주청,광주남부,양림,파출소,062-671-0112,광주광역시 남구  천변좌로 410 ,35.1429699779915,126.915239710821
512,광주청,광주남부,주월,파출소,062-681-0112,광주광역시 남구  회재로1217번길 7,35.1339598079847,126.893463689462
513,광주청,광주남부,대촌,파출소,062-374-0112,광주광역시 남구  고싸움로 136,35.0802347464648,126.83455742254
514,광주청,광주북부,우산,지구대,062-264-8701,광주광역시 북구  중문로 63,35.1782679904015,126.919835987853
515,광주청,광주북부,동운,지구대,062-513-2112,광주광역시 북구  북문대로 240,35.1871147674042,126.866140827886
516,광주청,광주북부,두암,지구대,062-265-1113,광주광역시 북구  군왕로 146,35.1741616486958,126.933155334527
517,광주청,광주북부,용봉,지구대,062-528-2112,광주광역시 북구  문화소통로 78,35.1834371712194,126.902498122958
518,광주청,광주북부,일곡,지구대,062-573-0112,광주광역시 북구  설죽로 489,35.2030041739885,126.898171419251
519,광주청,광주북부,문흥,지구대,062-268-0122,광주광역시 북구  대천로 146,35.1870959974847,126.921543723599
520,광주청,광주북부,역전,지구대,062-521-0112,광주광역시 북구  태봉로 57,35.1625689813577,126.905036663174
521,광주청,광주북부,건국,지구대,062-571-0113,광주광역시 북구  본촌마을길102번길 17,35.2185454491755,126.879690670979
522,광주청,광주북부,석곡,파출소,062-266-9912,광주광역시 북구  동문대로 642 ,35.2138834128084,126.948832288376
523,대전청,대전중부,남대전,지구대,042-252-0113,대전광역시 중구  보문로 162번길 22,36.3180368491222,127.426957305445
524,대전청,대전중부,서대전,지구대,042-252-2220,대전광역시 중구  중앙로 14,36.3225307106712,127.414006606331
525,대전청,대전중부,유등,지구대,042-583-3112,대전광역시 중구 문화로 115-2,36.3128543162619,127.398354298267
526,대전청,대전중부,문화,지구대,042-582-0112,대전광역시 중구 보문산로 193,36.3060765744148,127.401897524228
527,대전청,대전중부,선화,파출소,042-222-0113,대전광역시 중구 우암로 14-1,36.3340605951546,127.421164527644
528,대전청,대전중부,중촌,파출소,042-254-0112,대전광역시 중구  대종로 661-1,36.3391123448647,127.412552744718
529,대전청,대전동부,용전,지구대,042-600-2170,대전광역시 동구  동서대로1695번길 54,36.3519047717815,127.436971474587
530,대전청,대전동부,대전역,지구대,042-220-2171,대전광역시 동구  역전시장길 7,36.331032856765,127.433878038484
531,대전청,대전동부,가양,지구대,042-600-2172,대전광역시 동구  우암로 304,36.3466462798569,127.449307598186
532,대전청,대전동부,천동,파출소,042-600-2173,대전광역시 동구  대전로 501,36.309798199845,127.448824405424
533,대전청,대전동부,판암,파출소,042-600-2174,대전광역시 동구  옥천로 403,36.3306976819092,127.47430381697
534,대전청,대전동부,산내,파출소,042-600-2175,대전광역시 동구  산내로 1332,36.2822627758281,127.467506961589
535,대전청,대전서부,도마,지구대,042-600-3001,대전광역시 서구  계백로 1366,36.3102657123433,127.373987997536
536,대전청,대전서부,내동,지구대,042-600-3002,대전광역시 서구  갈마로 246,36.3338298528371,127.381088245725
537,대전청,대전서부,구봉,지구대,042-600-3003,대전광역시 서구  관저로 65,36.2991862092211,127.328990520782
538,대전청,대전서부,가수원,지구대,042-600-3004,대전광역시 서구  용소로40번길 7,36.3090279853584,127.352346688559
539,대전청,대전대덕,신탄진,지구대,042-600-4311,대전광역시 대덕구  대덕대로 1427,,
540,대전청,대전대덕,중리,지구대,042-600-4312,대전광역시 대덕구  한밭대로 1084,36.3584226633356,127.41885888033
541,대전청,대전대덕,송촌,지구대,042-600-4133,대전광역시 대덕구  동춘당로 63,36.3634009398489,127.44225975391
542,대전청,대전대덕,회덕,파출소,042-600-4314,대전광역시 대덕구  대전로 1386,36.377234556995,127.4213850307
543,대전청,대전둔산,둔산,지구대,042-600-5101,대전광역시 서구 둔산남로 9번길 21,36.3488946275437,127.377941478585
544,대전청,대전둔산,갈마,지구대,042-600-5102,대전광역시 서구 신갈마로 211,36.3526549752868,127.368355719026
545,대전청,대전둔산,월평,지구대,042-600-5103,대전광역시 서구 청사로 27-7,36.3601611975685,127.366839042433
546,대전청,대전둔산,청사,지구대,042-600-5104,대전광역시 서구 청사로 277,36.3599554151744,127.3946797825
547,대전청,대전유성,유성,지구대,042-822-0112,대전광역시 유성구  문화원로 136,36.3581451158735,127.350744643058
548,대전청,대전유성,도룡,지구대,042-862-0112,대전광역시 유성구  가정로 318,36.3854433452267,127.378098331552
549,대전청,대전유성,노은,지구대,042-725-6206,대전광역시 유성구  은구비로 72,36.3758447131636,127.323134149711
550,대전청,대전유성,신성,지구대,042-725-0115,대전광역시 유성구 신성로 71,36.3898292643106,127.348493090857
551,대전청,대전유성,복용,파출소,042-582-0112,대전광역시 유성구 복용북로75번길 19,36.3431973893573,127.31605672982
552,대전청,대전유성,구즉,지구대,042-935-4112,대전광역시 유성구 구룡달전로 21,36.4400355655695,127.383617253288
553,대전청,대전유성,진잠,파출소,042-725-6008,대전광역시 유성구  원내동 95,36.3027076464253,127.320742961761
554,울산청,울산중부,태화,지구대,052-245-0112,울산광역시 중구 종가5길 55,35.5600769022499,129.297276247687
555,울산청,울산중부,중앙,지구대,052-296-0112,울산광역시 중구 학산로 7,35.5559409490125,129.329666074288
556,울산청,울산중부,병영,지구대,052-294-0112,울산광역시 중구 병영성7길 11,35.5791786249985,129.346025308544
557,울산청,울산중부,반구,파출소,052-293-0112,울산광역시 중구 반구정10길 4,35.5560523035665,129.341406196966
558,울산청,울산중부,성안,파출소,052-244-3112,울산광역시 중구 성안로 257,35.58093089351,129.32290122041
559,울산청,울산남부,신정,지구대,052-273-0112,울산광역시 남구 돋질로 118,35.5393165737292,129.318555028685
560,울산청,울산남부,삼산,지구대,052-265-0112,울산광역시 남구 번영로 217,35.5443566777604,129.324495185803
561,울산청,울산남부,야음,지구대,052-273-8313,울산광역시 남구 수암로 277,35.5221648079376,129.33526966178
562,울산청,울산남부,옥동,지구대,052-273-8321,울산광역시 남구 대공원입구로21번길 16,35.5343054549403,129.292542988205
563,울산청,울산남부,무거,지구대,052-247-0112,울산광역시 남구 신복로22번길 22,35.5507505420328,129.260006955352
564,울산청,울산남부,본동,파출소,052-274-0112,울산광역시 남구 화합로194번길 17,35.5421110576033,129.3413980281
565,울산청,울산동부,방어진,지구대,052-201-0112,울산광역시 동구 월봉12길 77,35.4910746579499,129.42116550593
566,울산청,울산동부,전하,지구대,052-236-0112,울산광역시 동구 진성4길 20,35.508971037446,129.428718439148
567,울산청,울산동부,남목,파출소,052-235-0112,울산광역시 동구 동해안로 54,35.5420369959643,129.429087354615
568,울산청,울산동부,서부,파출소,052-251-0112,울산광역시 동구 서부로 74,35.526136934033,129.425344831544
569,울산청,울산북부,화봉,파출소,052-288-0112,울산광역시 북구 화봉로 83,35.5885933419061,129.36813779722
570,울산청,울산북부,명촌,지구대,052-289-0112,울산광역시 북구 명촌21길14,35.558883651808,129.355182239398
571,울산청,울산북부,농소1,파출소,052-295-0112,울산광역시 북구 호계로 194,35.6216273180764,129.355867534781
572,울산청,울산북부,농소3,파출소,052-282-0112,울산광역시 북구 아진로 74,35.6300889906247,129.340618300955
573,울산청,울산북부,양정,파출소,052-287-0112,울산광역시 북구 염포로 549,35.5425340297506,129.385431416031
574,울산청,울산북부,강동,파출소,052-298-0112,울산광역시 북구 산음12길 6,35.6293498880199,129.436086379007
575,울산청,울산울주,서생,파출소,052-239-0112,울산광역시 울주군 서생면 해맞이로 867,35.3480604343909,129.322889481036
576,울산청,울산울주,범서,파출소,052-211-8112,울산광역시 울주군 범서읍 대리로 12,35.5715384448097,129.243971195048
577,울산청,울산울주,언양,파출소,052-262-0112,울산광역시 울주군 언양읍 남천둑길 7,,
578,울산청,울산울주,온양,파출소,052-238-0112,울산광역시 울주군 온양읍 남창2길 30,35.41717674118,129.282321293244
579,울산청,울산울주,온산,파출소,052-237-0112,울산광역시 울주군 온산읍 덕신로 229,35.4338839911089,129.306715755053
580,울산청,울산울주,두동,파출소,052-262-7612,울산광역시 울주군 두동면 대밀길 25,35.6546371980676,129.201573665345
581,울산청,울산울주,상북,파출소,052-263-0112,울산광역시 울주군 상북면 상북로 294,35.5910353565807,129.089689394006
582,울산청,울산울주,삼남,파출소,052-254-0112,울산광역시 울주군 삼남면 중남로 47,35.5358416689655,129.107459349358
583,울산청,울산울주,청량,파출소,052-269-0112,울산광역시 울주군 청량읍 온산로 767,35.4954542124354,129.30574270302
584,울산청,울산울주,웅촌,파출소,052-225-0112,울산광역시 울주군 웅촌면 곡천검단로 15,35.4634499349715,129.205939303286
585,세종청,세종남부,금남,파출소,044-866-7112,세종특별자치시  금남면 용포로 62,36.4641393438888,127.281052848352
586,세종청,세종남부,한솔,지구대,044-864-0112,세종특별자치시   노을3로 31,36.4803405485854,127.259122046116
587,세종청,세종남부,아름,지구대,044-862-9112,세종특별자치시   보듬3로 113,36.5114332277606,127.24706052534
588,세종청,세종남부,청사,지구대,044-320-8105,세종특별자치시   다솜3로 3,36.4960624722811,127.265933316348
589,세종청,세종남부,보람,지구대,044-866-5112,세종특별자치시 남세종로 440,36.4777688374894,127.291017136724
590,세종청,세종북부,조치원,지구대,044-863-0112,세종특별자치시  조치원읍 새내로 140,36.6043687828157,127.298052885287
591,세종청,세종북부,연동,파출소,044-864-7112,세종특별자치시  부강면 청연로 606-1,,
592,세종청,세종북부,전의,파출소,044-836-2112,세종특별자치시  전의면 만세길 6 ,36.6790872562648,127.203418376333
593,세종청,세종북부,전동,파출소,044-863-1112,세종특별자치시  전동면 하노장4길 9,36.6559084373779,127.265016205148
594,세종청,세종북부,부강,파출소,044-275-4112,세종특별자치시  부강면 부강신대길 72-2,36.5309837036484,127.36479841019
595,경기남부청,수원중부,장안문,지구대,031-299-5100,경기도 수원시 장안구 송정로 113,37.2957911191784,127.009532661545
596,경기남부청,수원중부,노송,지구대,031-299-5101,경기도 수원시 장안구 이목로 58,37.3103975072014,126.988046503945
597,경기남부청,수원중부,화서문,지구대,031-299-5102,경기도 수원시 팔달구 수성로182번길 3,37.286867515352,126.993163213286
598,경기남부청,수원중부,창룡문,지구대,031-299-5103,경기도 수원시 장안구 경수대로 758,37.2911074790859,127.022040079638
599,경기남부청,수원중부,동부,파출소,031--299-5104,경기도 수원시 팔달구 경수대로 621,37.2809354144973,127.029721100475
600,경기남부청,수원중부,율천,파출소,031-299-5105,경기도 수원시 장안구 하률로 2,37.302750216387,126.973498131017
601,경기남부청,수원중부,행궁,파출소,031-299-5106,경기도 수원시 찰달구 창룡대로 48,,
602,경기남부청,수원남부,인계,지구대,031 - 299 - 1118,경기 수원시 팔달구 장다리로 312,37.2757602074158,127.03144193625
603,경기남부청,수원남부,산남,지구대,031 - 299 - 1128,경기 수원시 영통구 매영로 93-18,37.2687195877604,127.053082807807
604,경기남부청,수원남부,곡선,지구대,031 - 299 - 1138,경기 수원시 권선구 권중로77,37.2518032228711,127.029995843447
605,경기남부청,수원남부,영통,지구대,031 - 299 - 1148,경기 수원시 영통구 청명로 92,37.254872855985,127.077933285203
606,경기남부청,수원남부,매탄,지구대,031 - 299 - 1158,경기 수원시 팔달구 동수원로 403,,
607,경기남부청,수원남부,세류,지구대,031 - 299 - 1168,경기 수원시 권선구 정조로 370,37.2427431531132,127.015243117459
608,경기남부청,수원남부,권선,파출소,031 - 299 - 1178,경기 수원시 권선로 699번길 24-23,37.259873341613,127.029582958314
609,경기남부청,수원남부,태장,파출소,031 - 299 - 1188,경기 수원시 영통구 영통로 143,37.2403624054772,127.055424217298
610,경기남부청,수원남부,광교,지구대,031 - 299 - 1198,경기 수원시 영통구 에듀타운로 82,37.2886463041628,127.047696465207
611,경기남부청,수원서부,매산,지구대,031-8012-1090,경기도 수원시 팔달구 덕영대로 944,37.2643495306895,127.001623628119
612,경기남부청,수원서부,서호,지구대,031-8012-1092,수원시 권선구 구운로73번길 18-13,37.2807767633767,126.971466671288
613,경기남부청,수원서부,고색,파출소,031-8012-1094,경기 수원시 권선구 서부로 1673,37.2587365825607,126.972264307851
614,경기남부청,수원서부,고등,파출소,031-8012-1095,경기도 수원시 팔달구 고등동 고등로 50,37.2730597935978,127.002474395731
615,경기남부청,수원서부,호매실,지구대,031-8012-1093,경기도 수원시 권선구 금곡동 금곡로 190,37.2731991670375,126.951450973463
616,경기남부청,수원서부,유천,파출소,031-8012-1096,경기도 수원시 팔달구 매교동 매산로 116번길 50,37.269153923439,127.01438595237
617,경기남부청,수원서부,당수,파출소,031-8012-1097,경기도 수원시 권선구 당진로 32번길 28-4,37.291772466763,126.941849146114
618,경기남부청,안양동안,갈산,지구대,031-456-1113,경기도 안양시 동안구 흥안대로223번길 30-1,37.3763501291417,126.966221920091
619,경기남부청,안양동안,인덕원,지구대,031-423-0112,경기도 안양시 동안구 동편로 190,37.406132857712,126.970102223917
620,경기남부청,안양동안,비산,지구대,031-447-0112,경기도 안양시 동안구 관악대로 125,37.3991154248935,126.938056301324
621,경기남부청,안양동안,범계,지구대,031-452-5607,경기도 안양시 동안구 경수대로508번길 17,37.3682461449089,126.958886134604
622,경기남부청,안양동안,평안,지구대,031-381-0112,경기도 안양시 동안구 평촌대로217번길 57,37.3898385459051,126.952796102655
623,경기남부청,안양동안,호계,파출소,031-384-0112,경기도 안양시 동안구 관평로138번길 43,37.3904183792508,126.96445680534
624,경기남부청,안양만안,명학,지구대,031-8041-6172,경기도 안양시 만안구 안양로170번길 20,37.3896016191684,126.930588025547
625,경기남부청,안양만안,안양,지구대,031-8041-6113,경기도 안양시 만안구 병목안로 56,37.3966193107731,126.915608979821
626,경기남부청,안양만안,석수,지구대,031-8041-6174,경기도 안양시 만안구 경수대로 1161,37.4147221458887,126.918413043743
627,경기남부청,안양만안,박달,지구대,031-8041-6175,경기도 안양시 만안구 박달로 492,37.4022971957244,126.90720397577
628,경기남부청,군포,군포,지구대,031-452-0112,경기도 군포시 군포로 511,37.3521492201594,126.944581742466
629,경기남부청,군포,산본,지구대,031-397-4112,경기도 군포시 수리산로203번길 51,37.3679088401934,126.926585368501
630,경기남부청,군포,대야,파출소,031-438-1125,경기도 군포시 대야1로 24번길 4,37.327842382238,126.917508296419
631,경기남부청,군포,금정,파출소,031-453-0105,경기도 군포시 군포로 683번길 31,37.3656267177216,126.944044082266
632,경기남부청,군포,송부,파출소,031-391-0112,경기도 군포시 번영로 6-4,37.3228230112897,126.939969169102
633,경기남부청,성남수정,수진,지구대,031-750-4020,성남시 수정구 모란로 1,37.4338185950284,127.128428895709
634,경기남부청,성남수정,신흥,지구대,031-750-4030,성남시 수정구 시민로 150,37.441551984392,127.144154633422
635,경기남부청,성남수정,중앙,파출소,031-750-4040,성남시 수정구 수정로 145,37.4424615513166,127.13626109313
636,경기남부청,성남수정,산성,파출소,031-750-4014,성남시 수정구 수정로 279번길 5,37.4498083335823,127.145551053358
637,경기남부청,성남수정,단대,파출소,031-750-4010,성남시 수정구 단대로 15,37.452293576808,127.158255323559
638,경기남부청,성남수정,수진1,파출소,031-750-4024,성남시 수정구 탄리로 21,37.4386678442358,127.138880607806
639,경기남부청,성남수정,태평4,파출소,031-750-4034,성남시 수정구 남문로 128,37.4478625717531,127.140886370948
640,경기남부청,성남수정,고등,파출소,031-750-4050,성남시 수정구 고등공원로 47,37.4297487510622,127.100356767463
641,경기남부청,성남수정,복정,파출소,031-750-4060,성남시 수정구 복정로 36,37.4561731141269,127.127510932848
642,경기남부청,성남수정,성남위례,파출소,031-750-4070,성남시 수정구 위례동로 135-2,37.4724110922282,127.149671040818
643,경기남부청,성남중원,성호,지구대,031-8036-5403,경기도 성남시 중원구 산성대로 190-6,37.4360737882624,127.139978628738
644,경기남부청,성남중원,금광,지구대,031-8036-5413,경기도 성남시 중원구 광명로323번길 26,37.4473608836622,127.161392832257
645,경기남부청,성남중원,대원,파출소,031-8036-5423,경기도 성남시 중원구 둔촌대로 439,37.4329605741921,127.165775354716
646,경기남부청,성남중원,상대원2,파출소,031-8036-5433,경기도 성남시 중원구 희망로 373,,
647,경기남부청,성남중원,은행,파출소,031-8036-5443,경기도 성남시 중원구 은행로25번길 14,37.4558129695406,127.165399120104
648,경기남부청,성남중원,도촌,파출소,031-8036-5453,경기도 성남시 중원구 도촌북로 43,37.4176254720129,127.154589139179
649,경기남부청,분당,야탑,지구대,031-736-6113,경기도 성남시 분당구 야탑로 76,37.4096125472309,127.127376289034
650,경기남부청,분당,서현,지구대,031-736-6124,경기도 성남시 분당구 중앙공원로31번길 30,37.3823563833385,127.126279633298
651,경기남부청,분당,금곡,지구대,031-736-6135,경기도 성남시 분당구 성남대로171번길 12,37.3516172664871,127.107283581372
652,경기남부청,분당,서판교,파출소,031-736-6154,경기도 성남시 분당구 운중로146번길 6,37.3908731217833,127.078926213532
653,경기남부청,분당,동판교,파출소,031-736-6143,경기도 성남시 분당구 동판교로266번길 24,37.4066041108857,127.115741851192
654,경기남부청,분당,수내,파출소,031-736-6162,경기도 성남시 분당구 불정로 253,37.3667591840073,127.126289952105
655,경기남부청,분당,구미,파출소,031-736-6173,경기도 성남시 분당구 구미로 107,37.3394641927513,127.120737797193
656,경기남부청,부천소사,송내,지구대,032-456-0185,경기도 부천시 소사구 성주로 147,37.4793527743949,126.772693105818
657,경기남부청,부천소사,소사,지구대,032-456-0186,경기도 부천시 소사구 경인로 363,37.4824529147475,126.796018552602
658,경기남부청,부천소사,범박,지구대,032-456-0187,경기도 부천시 소사구 범안로 131,37.4700694080645,126.809371430518
659,경기남부청,부천원미,중앙,지구대,032-680-6815,경기도 부천시 장말로 337,37.4909988481103,126.779890600846
660,경기남부청,부천원미,중동,지구대,032-680-6835,경기도 부천시 석천로 203-16,37.5057646065269,126.762495861975
661,경기남부청,부천원미,상동,지구대,032-680-6825,경기도 부천시 상일로 99,37.4918022956576,126.753441790924
662,경기남부청,부천원미,계남,지구대,032-680-6845,경기도 부천시 조마루로 252,37.4978770049935,126.771663975305
663,경기남부청,부천원미,원미,지구대,032-680-6855,경기도 부천시 원미로 149번길 4,37.4961736215566,126.790867257312
664,경기남부청,부천원미,역곡,지구대,032-680-6865,경기도 부천시 부일로711번길 29,37.4861759039339,126.808247880727
665,경기남부청,부천원미,약대,지구대,032-680-6875,경기도 부천시 중동로 388번길 6,37.514369717805,126.770423017103
666,경기남부청,부천오정,내동,지구대,032-670-2100,경기도 부천시 오정구 신흥로 411(삼정동),37.5204485800155,126.774908954723
667,경기남부청,부천오정,원종,지구대,032-670-2200,경기도 부천시 오정구 소사로 778(원종동),37.525560891301,126.805240293657
668,경기남부청,부천오정,고강,파출소,032-670-2300,경기도 부천시 오정구 역곡로 519(고강동),37.530965077576,126.81573082517
669,경기남부청,부천오정,성곡,파출소,032-670-2400,경기도 부천시 오정구 삼작로352번길 42(여월동),37.5179982076929,126.800680764336
670,경기남부청,광명,철산,지구대,02-2682-0112,경기도 광명시 철산로29번길 16(철산동),37.4780404300804,126.869002004017
671,경기남부청,광명,하안,지구대,02-809-0112,경기도 광명시 범안로 1027(하안동),37.4615694872925,126.877286235851
672,경기남부청,광명,소하,지구대,02-899-0112,경기도 광명시 금하로 500(소하동),37.4499223443106,126.888345840507
673,경기남부청,광명,광명,지구대,02-2685-0112,경기도 광명시 사성로 67(철산동),37.4863290341152,126.865200854145
674,경기남부청,광명,광남,지구대,02-2613-0112,경기도 광명시 광명로 772(광명동),37.4689370916064,126.848578862916
675,경기남부청,광명,일직,파출소,02-2093-05670,경기도 광명시 서독로418(일직동),37.4128251713668,126.886178019481
676,경기남부청,안산단원,고잔,파출소,031-401-0112,경기도 안산시 단원구 화랑로 397,37.3213088139381,126.832092945166
677,경기남부청,안산단원,호수,지구대,031-439-7112,경기도 안산시 단원구 광덕2로 127,37.3102877366841,126.824881711619
678,경기남부청,안산단원,와동,파출소,031-410-0112,경기도 안산시 단원구 선부로 323,37.3433550873101,126.828971755724
679,경기남부청,안산단원,선부,파출소,031-482-0112,경기도 안산시 단원구 선부광장1로 150,37.3320308774196,126.80918806991
680,경기남부청,안산단원,선부2,파출소,031-508-0112,경기도 안산시 단원구 선여불로 19,37.3440630997316,126.803876683789
681,경기남부청,안산단원,선부3,파출소,031-486-0112,경기도 안산시 단원구 달미로 144,37.3486692142421,126.817306802972
682,경기남부청,안산단원,원곡,파출소,031-495-0113,경기도 안산시 단원구 원곡공원로30,37.3326496348985,126.794615947125
683,경기남부청,안산단원,원선,파출소,031-495-0112,경기도 안산시 단원구 원선로33,37.328063507732,126.79724431014
684,경기남부청,안산단원,공단,파출소,031-494-0112,경기도 안산시 단원구 동산로 29,37.3129185099089,126.793388920941
685,경기남부청,안산단원,대부,파출소,032-886-0112,경기도 안산시 단원구 대부중앙로 67,37.2450146388754,126.582572249163
686,경기남부청,안산단원,신길,파출소,031-8040-8989,안산시 단원구 도일로 45,37.3345806247877,126.78388786472
687,경기남부청,안산상록,본오,지구대,031-417-0112,경기도 안산시 상록구 상록수로 12,37.3026410871214,126.861216860068
688,경기남부청,안산상록,사동,지구대,031-407-0112,경기도 안산시 상록구 석호로 175,37.2969851280374,126.851223458048
689,경기남부청,안산상록,본오1,파출소,031-415-0112,경기도 안산시 상록구 샘골로 11,37.2848869697202,126.863545515952
690,경기남부청,안산상록,부곡,파출소,031-416-0112,경기도 안산시 상록구 성호로 324,37.3316434102611,126.860792182036
691,경기남부청,안산상록,월피,파출소,031-414-8112,경기도 안산시 상록구 안산천서로 215,37.3331569066242,126.846332803135
692,경기남부청,안산상록,성포,파출소,031-414-5112,경기도 안산시 상록구 예술광장로 47,37.3270524256813,126.847311509964
693,경기남부청,안산상록,일동,파출소,031-418-0112,경기도 안산시 상록구 호동로 118,37.3126600300281,126.864383023374
694,경기남부청,안산상록,이동,파출소,031-409-3112,경기도 안산시 상록구 중보1길 35,37.3072844526364,126.851468812979
695,경기남부청,안산상록,반월,파출소,031-437-0112,경기도 안산시 상록구 건건로 47,37.3056071477284,126.902389033044
696,경기남부청,안산상록,팔곡,파출소,031-416-5112,경기도 안산시 상록구 소학길 8,37.2975153391166,126.887506925054
697,경기남부청,안산상록,수암,파출소,031-484-0112,경기도 안산시 상록구 수인로 2026,37.3639674332167,126.876429048559
698,경기남부청,시흥,장곡,지구대,031-317-0112,경기도 시흥시 장곡로 54번길 25-14,37.3820120044043,126.781298697693
699,경기남부청,시흥,옥구,지구대,031-499-0112,경기도 시흥시 정왕대로 118번길 1,37.3511763878848,126.72872864432
700,경기남부청,시흥,정왕,지구대,031-433-4112,경기도 시흥시 정왕신길로 216,37.3487789573974,126.74104059225
701,경기남부청,시흥,은행,지구대,031-318-0112,경기도 시흥시 은행로 148,37.4442952424187,126.799931378496
702,경기남부청,시흥,군자,파출소,031-491-0112,경기도 시흥시 군자로 513,37.3443232060246,126.785337113455
703,경기남부청,시흥,매화,파출소,031-315-0112,경기도 시흥시 매화로 36,37.4160868597468,126.814733331134
704,경기남부청,시흥,신천,파출소,031-314-0112,경기도 시흥시 신천로 100번 안길 15,37.4375862827266,126.78683238933
705,경기남부청,시흥,대야,파출소,031-311-0112,경기도 시흥시 호현로 42,37.4442208377831,126.785406198972
706,경기남부청,시흥,시화,파출소,031-432-0112,경기도 시흥시 중심상가로 271,37.3401796152984,126.743676486944
707,경기남부청,시흥,능곡,파출소,031-315-0113,경기도 시흥시 장현능곡로 211,37.3690143237311,126.813796308229
708,경기남부청,시흥,목감,파출소,031-310-9113,경기도 시흥시 목감우회로 17-6,37.3816093334505,126.858283228297
709,경기남부청,시흥,배곧,지구대,031-310-9112,경기도 시흥시 서울대학로 264번길 50,37.3667224049034,126.728768866885
710,경기남부청,평택,평택,지구대,031-651-2113,경기도 평택시 중앙1로 23,36.9983486582522,127.085612530001
